FID,Bacia,Rio,Unidade da Federação,Município,Responsável,Operadora,Tipo,Código,Estação,Latitude,Longitude,Área de Drenagem (km²),Réguas Linimétricas,Registrador de Nível,Medição de Descarga Líquida,Medição de Sedimentos,Medição de Qualidade da Água,Estação Telemétrica,Operando,Início (Réguas),Início (Registrador de Nível),Início (Descarga Líquida),Início (Sedimentos),Início (Qualidade da Água),Pluviômetro,Registrador de Chuva,Tanque Evaporimétrico,Estação Climatológica,Início (Pluviômetro),Início (Registrador Chuva),Início (Tanque Evaporimétrico),Início (Climatológica),Início (Telemetria),x,y
4232,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BARRA DE GUABIRABA,CEMADEN,CEMADEN,Pluviométrica,835160,BARRA DE GUABIRABA_Centro,-8.41805555556,-35.6638888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3970085.950818998,-940483.3650173513
4233,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BARRA DE GUABIRABA,EMATER,EMATER,Pluviométrica,835112,BARRA DE GUARATIBA,-8.43333333333,-35.6666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jul-79,-,-,-,00:00:00,-3970395.171626757,-942202.6360349957
4234,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,VERTENTES,EMATER,EMATER,Pluviométrica,735155,VERTENTES,-7.9,-35.9666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jul-79,-,-,-,00:00:00,-4003791.0188647397,-882223.7746321363
4235,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,VERTENTES,ANA,CPRM,Pluviométrica,735159,VERTENTES,-7.91,-35.9886111111,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-86,-,-,-,00:00:00,-4006233.8632460353,-883347.6491987176
4236,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,VERTENTES,DNOCS,DNOCS,Pluviométrica,735085,VERTENTES,-7.91666666667,-35.9833333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,ago-11,-,-,-,00:00:00,-4005646.343711294,-884096.9140485318
4251,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,AGRESTINA,EMATER,EMATER,Pluviométrica,835110,AGRESTINA,-8.45,-35.95,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-4001935.694018185,-944078.2819421665
4261,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ALTINHO,CEMADEN,CEMADEN,Pluviométrica,836099,ALTINHO_Prefeitura,-8.49055555556,-36.0602777778,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-4014211.7600862207,-948642.6925693672
4262,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ALTINHO,EMATER,EMATER,Pluviométrica,836065,ALTINHO,-8.5,-36.0833333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-4016778.292790622,-949705.7066627226
4266,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,AMARAGI,CPRH-PE,CPRH-PE,Pluviométrica,835157,USINA ESTRELIANA-AMARAGI,-8.495,-35.4483333333,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/10/2012,-3946090.4161368925,-949142.9312354343
4267,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,AMARAGI,ANA,CPRM,Pluviométrica,835150,AMARAGI,-8.38027777778,-35.4552777778,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/05/2012,-3946863.4681562907,-936232.3677002856
4280,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BELÉM DE MARIA,ANA,CPRM,Pluviométrica,835147,BELÉM DE MARIA,-8.62472222222,-35.8413888889,388,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/04/2011,-3989845.160434805,-963746.2136593104
4281,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BELÉM DE MARIA,CEMADEN,CEMADEN,Pluviométrica,835163,BELÉM DE MARIA_Batateiras,-8.55805555556,-35.8288888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3988453.666799889,-956240.6932189711
4282,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BELÉM DE MARIA,ANA,CPRM,Pluviométrica,835149,BATATEIRAS,-8.53555555556,-35.8505555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/04/2012,-3990865.5891004098,-953707.8771959989
4297,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BEZERROS,CEMADEN,CEMADEN,Pluviométrica,835164,BEZERROS_Centro,-8.22805555556,-35.7511111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3979795.484182634,-919107.513080712
4305,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BOM JARDIM,EMATER,EMATER,Pluviométrica,735138,BOM JARDIM,-7.78333333333,-35.6,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,out-79,-,-,-,00:00:00,-3962973.872240539,-869113.9064715058
4306,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BOM JARDIM,DNOCS,DNOCS,Pluviométrica,735041,BOM JARDIM,-7.8,-35.5833333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,ago-11,-,-,-,00:00:00,-3961118.547393985,-870986.5201008682
4309,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BONITO,EMBRAPA/IPAGRO,EMBRAPA/IPAGRO,Pluviométrica,835114,BONITO,-8.48333333333,-35.7333333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jul-79,-,-,-,00:00:00,-3977816.4710129756,-947829.8170902786
4312,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BREJINHO,EMATER,EMATER,Pluviométrica,737041,BREJINHO,-7.35,-37.3,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-4152217.0065891035,-820451.6055035554
4316,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BREJO DA MADRE DE DEUS,ANA,CPRM,Pluviométrica,836092,BREJO DA MADRE DE DEUS,-8.14555555556,-36.3702777778,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-86,-,-,-,00:00:00,-4048720.802232136,-909829.0984059937
4317,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BREJO DA MADRE DE DEUS,EMATER,EMATER,Pluviométrica,836068,BREJO DA MADRE DE DEUS,-8.15,-36.3833333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-79,-,-,-,00:00:00,-4050174.140028604,-910328.8967535716
4332,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CABO DE SANTO AGOSTINHO,CEMADEN,CEMADEN,Pluviométrica,834028,CABO DE SANTO AGOSTINHO_Pontes dos Carvalhos,-8.23305555556,-34.9788888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3893832.0996256056,-919669.9031373226
4333,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CABO DE SANTO AGOSTINHO,ANA,CPRM,Pluviométrica,835138,PIRAPAMA,-8.27916666667,-35.0633333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-87,-,-,-,00:00:00,-3903232.4121814813,-924856.7245107075
4334,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CABO DE SANTO AGOSTINHO,EMATER,EMATER,Pluviométrica,835115,CABO,-8.3,-35.05,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-81,-,-,-,00:00:00,-3901748.152304238,-927200.3669171964
4338,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CABO DE SANTO AGOSTINHO,CEMADEN,CEMADEN,Pluviométrica,835165,CABO DE SANTO AGOSTINHO_Charneca,-8.29694444444,-35.0569444444,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3902521.2043236364,-926856.6249255232
4339,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CABO DE SANTO AGOSTINHO,CEMADEN,CEMADEN,Pluviométrica,835166,CABO DE SANTO AGOSTINHO_Torrinha,-8.28694444444,-35.0330555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3899861.905376908,-925731.6698200634
4340,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CABO DE SANTO AGOSTINHO,CEMADEN,CEMADEN,Pluviométrica,834027,CABO DE SANTO AGOSTINHO_Enseado dos Corais,-8.33,-34.9561111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3891296.4890019814,-930575.4304743506
4354,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CAETÉS,EMATER,EMATER,Pluviométrica,836070,CAETÉS,-8.78333333333,-36.6333333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-4078004.012726922,-981608.4424893218
4355,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CALÇADO,EMATER,EMATER,Pluviométrica,836071,CALÇADO,-8.71666666667,-36.35,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-4046463.4903354947,-974099.7528592062
4356,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CAMARAGIBE,CEMADEN,CEMADEN,Pluviométrica,734059,CAMARAGIBE_Vila da Fábrica,-7.99888888889,-34.98,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3893955.78794871,-893338.8472745089
4357,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CAMARAGIBE,CEMADEN,CEMADEN,Pluviométrica,735218,CAMARAGIBE_Aldeia,-7.95611111111,-35.0088888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3897171.6843494046,-888530.3128279193
4358,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CAMARAGIBE,CEMADEN,CEMADEN,Pluviométrica,835167,CAMARAGIBE_Alberto Maia,-8.02,-35.0030555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3896522.32065311,-895712.0760018168
4359,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CAMARAGIBE,CEMADEN,CEMADEN,Pluviométrica,834029,CAMARAGIBE_Timbi,-8.02611111111,-34.9930555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3895409.1257451773,-896399.0862451061
4360,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CAMARAGIBE,CEMADEN,CEMADEN,Pluviométrica,834030,CAMARAGIBE_Bairro dos Estados,-8.02611111111,-34.975,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3893399.1904947436,-896399.0862451061
4361,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CAMARAGIBE,CEMADEN,CEMADEN,Pluviométrica,834031,CAMARAGIBE_Jardim Primavera,-8.01194444444,-34.9688888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3892718.904717673,-894806.4873632399
4362,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CAMARAGIBE,APAC-PE,APAC-PE,Pluviométrica,834026,TIMBI CAMAGARIBE,-8.02194444444,-34.9925,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/07/2013,-3895347.2815836254,-895930.6690498659
4363,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CAMOCIM DE SÃO FÉLIX,EMATER,EMATER,Pluviométrica,835116,CAMOCIM DE SÃO FÉLIX,-8.35,-35.7666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,ago-79,-,-,-,00:00:00,-3981527.120706084,-932825.6165409666
4369,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CANHOTINHO,ANA,CPRM,Pluviométrica,836097,CANHOTINHO,-8.8825,-36.2186111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/03/2011,-4031837.34612849,-992780.1191990204
4370,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CANHOTINHO,APAC-PE,APAC-PE,Pluviométrica,836009,CANHOTINHO (DNOS),-8.86666666667,-36.2,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-63,-,-,-,00:00:00,-4029765.566716504,-990996.2042708488
4372,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CANHOTINHO,SERRA GRANDE,SERRA GRANDE,Pluviométrica,836111,PCH ORIENTAL MONTANTE,-8.98305555556,-36.1561111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,ago-15,-,-,-,01/08/2015,-4024879.877953909,-1004111.3481871074
4373,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CANHOTINHO,EMATER,EMATER,Pluviométrica,836072,CANHOTINHO,-8.86666666667,-36.2,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-4029765.566716504,-990996.2042708488
4375,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CAPOEIRAS,EMATER,EMATER,Pluviométrica,836073,CAPOEIRAS,-8.73333333333,-36.6333333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,ago-79,-,-,-,00:00:00,-4078004.012726922,-975976.7992828202
4379,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CARPINA,CEMADEN,CEMADEN,Pluviométrica,735223,NAZARÉ DA MATA_Fazenda Sertãozinho,-7.79888888889,-35.2630555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3925465.3882593615,-870861.6768725815
4380,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CARPINA,ANA,CPRM,Pluviométrica,735157,CARPINA,-7.84277777778,-35.1825,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-86,-,-,-,00:00:00,-3916497.9848343465,-875793.2370237329
4381,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CARPINA,EMATER,EMATER,Pluviométrica,735140,CARPINA,-7.83333333333,-35.25,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,ago-79,-,-,-,00:00:00,-3924012.0504628937,-874731.9713810537
4382,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CARPINA,DNOCS,DNOCS,Pluviométrica,735046,CARPINA (FLORESTA DOS LEÕES),-7.85,-35.25,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-34,-,-,-,00:00:00,-3924012.0504628927,-876604.8093607483
4388,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CARUARU,EMATER,EMATER,Pluviométrica,835117,CARUARU,-8.28333333333,-35.9666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jul-79,-,-,-,00:00:00,-4003791.0188647397,-925325.443061767
4389,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CARUARU,CEMADEN,CEMADEN,Pluviométrica,835170,CARUARU_2º Distrito,-8.17611111111,-35.9730555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-4004502.226722585,-913265.3242780344
4390,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CARUARU,CEMADEN,CEMADEN,Pluviométrica,835171,CARUARU_Gonçalves Ferreira,-8.25805555556,-35.8838888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3994576.238793518,-922481.9600271335
4391,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CARUARU,CEMADEN,CEMADEN,Pluviométrica,835172,CARUARU_Terra Vermelha,-8.37305555556,-35.9861111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-4005955.564519054,-935419.7241083166
4392,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CARUARU,ANA,CPRM,Pluviométrica,835106,CARUARU,-8.30277777778,-36.0108333333,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-64,-,-,-,01/05/2012,-4008707.6297081085,-927512.8619575487
4394,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CARUARU,CEMADEN,CEMADEN,Pluviométrica,836102,CARUARU_Alto do Moura,-8.29694444444,-36.0311111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-4010964.94160475,-926856.6249255232
4395,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CARUARU,CEMADEN,CEMADEN,Pluviométrica,835168,CARUARU_Centro,-8.285,-35.9761111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-4004842.3696111212,-925512.9318715552
4396,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CARUARU,CEMADEN,CEMADEN,Pluviométrica,835169,CARUARU_Cidade Jardim,-8.27694444444,-35.9488888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-4001812.005695081,-924606.7433117096
4402,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CATENDE,ANA,CPRM,Pluviométrica,835148,CATENDE,-8.67861111111,-35.7233333333,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/04/2011,-3976703.276105043,-969814.1437176805
4403,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CATENDE,CEMADEN,CEMADEN,Pluviométrica,835173,CATENDE_Centro,-8.66888888889,-35.72,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3976332.2111357315,-968719.3498223369
4404,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CATENDE,CEMADEN,CEMADEN,Pluviométrica,835174,CATENDE_Canaã,-8.67,-35.7369444444,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3978218.458063062,-968844.4676905408
4405,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CATENDE,CEMADEN,CEMADEN,Pluviométrica,835175,CATENDE_Laje Grande,-8.59805555556,-35.7661111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3981465.2765445327,-960743.8471114474
4407,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CHÃ GRANDE,CEMADEN,CEMADEN,Pluviométrica,835176,CHA GRANDE_Centro,-8.24444444444,-35.4597222222,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3947358.2214487055,-920950.9292266391
4408,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CHÃ GRANDE,EMATER,EMATER,Pluviométrica,835118,CHÃ GRANDE,-8.25,-35.4666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-80,-,-,-,00:00:00,-3948131.273468103,-921575.8333872687
4410,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CORRENTES,APAC-PE,APAC-PE,Pluviométrica,936004,CORRENTES,-9.11666666667,-36.3333333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-34,-,-,-,00:00:00,-4044608.1654889397,-1019172.3545332564
4411,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CORRENTES,ANA,CPRM,Pluviométrica,936120,CORRENTES II,-9.12333333333,-36.3405555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/06/2011,-4045412.139589114,-1019923.9861946162
4412,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CORRENTES,EMATER,EMATER,Pluviométrica,936105,CORRENTES,-9.11666666667,-36.35,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,abr-79,-,-,-,00:00:00,-4046463.4903354947,-1019172.3545332564
4414,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CORRENTES,CEMADEN,CEMADEN,Pluviométrica,936128,CORRENTES_Centro,-9.12805555556,-36.3288888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-4044113.412196525,-1020456.4004517649
4415,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CORTES,CEMADEN,CEMADEN,Pluviométrica,835177,CORTES_Morro do Cemitério,-8.47,-35.5438888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3956727.6119238045,-946329.1640392903
4416,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CORTES,EMATER,EMATER,Pluviométrica,835119,CORTES,-8.46666666667,-35.55,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-81,-,-,-,00:00:00,-3957407.897700875,-945954.0089053506
4417,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CUPIRA,EMATER,EMATER,Pluviométrica,835121,CUPIRA,-8.61666666667,-35.95,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-4001935.694018184,-962839.226452551
4428,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ESCADA,CEMADEN,CEMADEN,Pluviométrica,835194,PRIMAVERA_Centro,-8.33111111111,-35.3519444444,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3935360.4541076524,-930700.4377916711
4429,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ESCADA,CEMADEN,CEMADEN,Pluviométrica,835178,ESCADA_Jaguaribe,-8.36888888889,-35.2411111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3923022.5438780645,-934950.8981258776
4430,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ESCADA,DNOCS,DNOCS,Pluviométrica,835022,ESCADA,-8.36666666667,-35.2333333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jun-20,-,-,-,00:00:00,-3922156.7256163387,-934700.8596529053
4448,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,FREI MIGUELINHO,EMATER,EMATER,Pluviométrica,735142,FREI MIGUELINHO,-7.95,-35.95,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jul-79,-,-,-,00:00:00,-4001935.694018185,-887843.4203578553
4452,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GARANHUNS,EMATER,EMATER,Pluviométrica,836074,GARANHUNS,-8.88333333333,-36.5,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-4063161.413954485,-992874.0115913604
4453,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GARANHUNS,INMET,INMET,Pluviométrica,836014,GARANHUNS,-8.88333333333,-36.5166666667,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Sim,Sim,Sim,fev-13,fev-13,fev-13,fev-13,01/07/2007,-4065016.73880104,-992874.0115913604
4454,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GARANHUNS,APAC-PE,APAC-PE,Pluviométrica,836015,GARANHUNS,-8.88333333333,-36.4833333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jun-20,-,-,-,00:00:00,-4061306.0891079307,-992874.0115913604
4455,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GLÓRIA DO GOITÁ,ANA,CPRM,Pluviométrica,835136,GLÓRIA DO GOITÁ,-8,-35.2908333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-86,-,-,-,00:00:00,-3928557.5963369515,-893463.7509833736
4456,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GLÓRIA DO GOITÁ,EMATER,EMATER,Pluviométrica,835122,GLÓRIA DO GOITA,-8.01666666667,-35.3,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-3929578.025002557,-895337.3474939046
4459,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GOIANA,INMET,INMET,Pluviométrica,735052,GOIANA,-7.56666666667,-35,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Sim,Sim,Sim,fev-11,fev-11,fev-11,fev-11,00:00:00,-3896182.1777645745,-844776.6448679062
